Gym_ID,Gym_Name,Brand,Parent_Category,Price_Tier,Gym_Format,Direct_Budget_Competitor,Major_Chain,Municipality,Market_Zone,Market_Zone_Assignment_Method,Market_Zone_Assignment_Distance_km,Address,Latitude,Longitude,Equipment_Access,Open_24_7_Status,Open_24_7_Flag,Personal_Training,Personal_Training_Flag,Group_Classes,Group_Classes_Flag,Women_Only_Area,Pool,Sauna,Tanning,Tanning_Flag,Hydromassage,Hydromassage_Flag,Parking,Google_Rating,Google_Review_Count,Source_URL,Source_Type,Amenity_Source_Level,Record_Source_Quality,Data_Collection_Date,Verification_Status,Notes,Review_Source,Review_URL,Review_Collection_Date,Review_Data_Status,Review_Confidence,Top_Positive_Review_Theme,Top_Negative_Review_Theme,Common_Complaint,Common_Strength,Customer_Satisfaction_Gap_Flag,Major_Chain_Verification_Level,Major_Chain_Verification_Method,Official_Locator_URL,Row_Level_Official_Verification_Status,Fresh_SerpApi_Checked_Date,Fresh_SerpApi_Status,Fresh_Location_Match_Status,Fresh_Match_Score,Fresh_SerpApi_Result_Title,Fresh_SerpApi_Result_Address,Fresh_SerpApi_Rating,Fresh_SerpApi_Review_Count,Fresh_Crossmatch_Action
GYM_FULL_0107,F45 Training,F45 Training,Boutique Chain,Premium,Boutique group training,No,Yes,Guelph,Southeast Guelph,Nearest market-zone centroid within municipality,1.81,"F45 Training, 1886, Gordon Street, Guelph, Southwestern Ontario, Ontario, N1L 0P4, Canada",43.4981087,-80.1850065,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.8,106,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official F45 studio locator available; current rows need row-level official page matching.,https://f45training.com/studios/,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0108,Movati Athletic Club,Movati Athletic,Premium Chain,Premium,Full-service premium fitness club,No,Yes,Guelph,South Guelph,Nearest market-zone centroid within municipality,1.25,"Movati Athletic Club, 80, Stone Road West, Hanlon Creek Neighbourhood Group, Guelph, Southwestern Ontario, Ontario, N1G 0A9, Canada",43.5248223,-80.2262694,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,3.7,415,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain city/club presence confirmed from MOVATI official location list; address and reviews still require manual confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium-High,Official MOVATI locations page confirms relevant club cities; row-level address checks still recommended.,https://movatiathletic.com/locations/,Official city/club list confirmed; address should be row-level checked,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0109,Change House and Gym,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,3.81,"Change House and Gym, Dominion Road, Industrial Sector F, Hamilton, Golden Horseshoe, Ontario, L8H 2W6, Canada",43.2539368,-79.8000767,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4,686,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Likely match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Likely match,Likely match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0110,The Gym,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,Southeast Hamilton,Nearest market-zone centroid within municipality,4.3,"The Gym, 288, Queenston Road, Glenview East, Hamilton, Golden Horseshoe, Ontario, L8K 1H1, Canada",43.2338618,-79.7919284,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,,,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation,,,,,SerpApi location uncertain or missing; manual review required,Needs manual review - text match but distance unclear/far,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0111,Gym on Locke,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,3.27,"Gym on Locke, 220, Locke Street South, Kirkendall North, Hamilton, Golden Horseshoe, Ontario, L8P 4B7, Canada",43.254127,-79.8863528,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.5,192,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0112,Gravity Climbing Gym,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,3.96,"Gravity Climbing Gym, Frid Street, Kirkendall North, Hamilton, Golden Horseshoe, Ontario, L8P 4M4, Canada",43.258255,-79.8938293,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.5,509,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0113,Feather Family Climbing Gym,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,West Hamilton,Nearest market-zone centroid within municipality,4.35,"Feather Family Climbing Gym, 1280, Main Street West, Cootes Paradise, Hamilton, Golden Horseshoe, Ontario, L8S 3L8, Canada",43.2652687,-79.916892,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,5,2,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0114,Body Pro Gym,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,2.28,"Body Pro Gym, East 21st Street, Burkholme, Hamilton, Golden Horseshoe, Ontario, L9A 4V3, Canada",43.2304187,-79.8582067,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.1,697,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0115,The Gym on Fennell,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,2.47,"The Gym on Fennell, 989, Fennell Avenue East, Sunninghill, Hamilton, Golden Horseshoe, Ontario, L8T 1R1, Canada",43.2282935,-79.836092,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.8,309,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0116,Hamilton Fitness Solutions,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,East Hamilton,Nearest market-zone centroid within municipality,1.67,"Hamilton Fitness Solutions, South Service Road, Industrial, Hamilton, Golden Horseshoe, Ontario, L8E 6H2, Canada",43.2348953,-79.7135442,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.3,36,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0117,Crunch Fitness,Crunch Fitness,Budget/Mid Chain,Budget/Mid,Big-box gym,Yes,Yes,Hamilton,South Hamilton,Nearest market-zone centroid within municipality,3.45,"Crunch Fitness, 1215, Stone Church Road East, Trenholme, Hamilton, Golden Horseshoe, Ontario, L8W 2C6, Canada",43.1988256,-79.8363816,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,3.7,635,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Crunch Canada location pages available; current rows remain mostly open-source and need row-level official page matching.,https://www.crunchfitness.ca/locations,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0118,Crunch Fitness,Crunch Fitness,Budget/Mid Chain,Budget/Mid,Big-box gym,Yes,Yes,Hamilton,South Hamilton,Nearest market-zone centroid within municipality,1.09,"Crunch Fitness, Stone Church Road East, Ryckmans, Hamilton, Golden Horseshoe, Ontario, L9B 1K2, Canada",43.2091746,-79.8879749,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,,,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.,,,,,SerpApi location uncertain or missing; manual review required,Needs manual review - text match but distance unclear/far,,,,,Not available until reviews collected,Medium,Official Crunch Canada location pages available; current rows remain mostly open-source and need row-level official page matching.,https://www.crunchfitness.ca/locations,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0119,Oxygen Yoga & Fitness,Local / Independent,Boutique/Specialty,Premium/Specialty,Yoga/Pilates/Studio,No,No,Hamilton,East Hamilton,Nearest market-zone centroid within municipality,7.23,"Oxygen Yoga & Fitness, South Service Road, Industrial, Hamilton, Golden Horseshoe, Ontario, L8E 5C5, Canada",43.214005,-79.6393903,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.9,204,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0120,Amazing Fitness,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,0.3,"Amazing Fitness, 702, King Street East, Gibson, Hamilton, Golden Horseshoe, Ontario, L8M 1C3, Canada",43.2517,-79.8473928,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.7,294,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0121,Anytime Fitness,Anytime Fitness,Budget/Mid Chain,Budget/Mid,24/7 access gym,Yes,Yes,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,1.87,"Anytime Fitness, 59, King Street East, Beasley, Hamilton, Golden Horseshoe, Ontario, L8N 1A6, Canada",43.2563232,-79.8674469,Yes,Likely,1,Likely,1,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,5,453,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Anytime Fitness Canada locator available; current rows need row-level official page matching.,https://www.anytimefitness.ca/find-gym/,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0122,Alchemy Fitness,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,3.24,"Alchemy Fitness, Locke Street South, Kirkendall North, Hamilton, Golden Horseshoe, Ontario, L8P 4A8, Canada",43.256522,-79.8853429,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.9,160,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Likely match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Likely match,Likely match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0123,Orangetheory Fitness,Orangetheory Fitness,Boutique Chain,Premium,Boutique group training,No,Yes,Hamilton,West Hamilton,Nearest market-zone centroid within municipality,7.05,"Orangetheory Fitness, Portia Drive, Wilson Commons, Duff's Corners, Hamilton, Golden Horseshoe, Ontario, L9G 0E8, Canada",43.1974283,-80.0221672,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.8,267,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Orangetheory locator available; current rows need row-level official page matching.,https://www.orangetheory.com/en-ca/locations,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0124,GoodLife Fitness,GoodLife Fitness,Full-Service Chain,Mid/Premium,Full-service chain gym,No,Yes,Hamilton,West Hamilton,Nearest market-zone centroid within municipality,6.71,"GoodLife Fitness, 1096, Wilson Street West, Duff's Corners, Hamilton, Golden Horseshoe, Ontario, L9G 3K9, Canada",43.1978555,-80.0171057,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.2,269,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official GoodLife club locator available; current rows remain mostly open-source and need row-level official page matching.,https://www.goodlifefitness.com/clubs.html,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0125,GoodLife Fitness,GoodLife Fitness,Full-Service Chain,Mid/Premium,Full-service chain gym,No,Yes,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,2.27,"GoodLife Fitness, 2, King Street West, Hess Village, Central, Hamilton, Golden Horseshoe, Ontario, L8P 1A1, Canada",43.2589924,-79.8711242,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,3.9,178,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official GoodLife club locator available; current rows remain mostly open-source and need row-level official page matching.,https://www.goodlifefitness.com/clubs.html,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0126,Pulse Fitness Centre,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,West Hamilton,Nearest market-zone centroid within municipality,4.36,"Pulse Fitness Centre, 1280, Main Street West, Cootes Paradise, Hamilton, Golden Horseshoe, Ontario, L8S 3L8, Canada",43.2652244,-79.9166529,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.2,91,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0127,Orangetheory Fitness,Orangetheory Fitness,Boutique Chain,Premium,Boutique group training,No,Yes,Hamilton,East Hamilton,Nearest market-zone centroid within municipality,3.13,"Orangetheory Fitness, 75, Centennial Parkway North, Kentley Drive, Hamilton, Golden Horseshoe, Ontario, L8E 2P2, Canada",43.2317691,-79.7646836,Limited / class or coaching focused,Unknown,0,Likely,1,Likely,1,Unknown,No,Unknown,Unknown,0,Unknown,0,Needs location verification,4.4,178,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Orangetheory locator available; current rows need row-level official page matching.,https://www.orangetheory.com/en-ca/locations,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0128,Anytime Fitness,Anytime Fitness,Budget/Mid Chain,Budget/Mid,24/7 access gym,Yes,Yes,Hamilton,Southeast Hamilton,Nearest market-zone centroid within municipality,0.19,"Anytime Fitness, 270, Mud Street West, Albion, Hamilton, Golden Horseshoe, Ontario, L8J 3Z6, Canada",43.1967881,-79.7933836,Yes,Likely,1,Likely,1,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.5,365,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Anytime Fitness Canada locator available; current rows need row-level official page matching.,https://www.anytimefitness.ca/find-gym/,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0129,Xelf Fitness,Local / Independent,Local/Independent,Unknown,Local/independent gym,No,No,Hamilton,Central Hamilton,Nearest market-zone centroid within municipality,1.03,"Xelf Fitness, 1, West Avenue South, Landsdale, Hamilton, Golden Horseshoe, Ontario, L8N 2R9, Canada",43.2531376,-79.8580025,Yes,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,5,173,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Full working database record - verify before final recommendation; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Not applicable - local/independent,Local/independent record retained as working open-source inventory.,,Not major chain,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0130,Crunch Fitness,Crunch Fitness,Budget/Mid Chain,Budget/Mid,Big-box gym,Yes,Yes,Hamilton,North Hamilton,Nearest market-zone centroid within municipality,3.66,"Crunch Fitness, Clappison Avenue, Waterdown, Hamilton, Golden Horseshoe, Ontario, L0R 2H2, Canada",43.3201533,-79.9144632,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.1,573,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Crunch Canada location pages available; current rows remain mostly open-source and need row-level official page matching.,https://www.crunchfitness.ca/locations,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0131,Anytime Fitness,Anytime Fitness,Budget/Mid Chain,Budget/Mid,24/7 access gym,Yes,Yes,Hamilton,West Hamilton,Nearest market-zone centroid within municipality,2.84,"Anytime Fitness, Main Street, Dundas, Central Business District, Hamilton, Golden Horseshoe, Ontario, L9H 1B8, Canada",43.2627165,-79.9522229,Yes,Likely,1,Likely,1,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.7,176,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Anytime Fitness Canada locator available; current rows need row-level official page matching.,https://www.anytimefitness.ca/find-gym/,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
GYM_FULL_0132,Crunch Fitness,Crunch Fitness,Budget/Mid Chain,Budget/Mid,Big-box gym,Yes,Yes,Hamilton,West Hamilton,Nearest market-zone centroid within municipality,2.71,"Crunch Fitness, Hamilton-Brantford Rail Trail, Ainslie Wood West, Hamilton, Golden Horseshoe, Ontario, L8S 2M5, Canada",43.2565964,-79.9340404,Yes,Unknown,0,Likely,1,Likely,1,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Needs location verification,4.3,1749,https://nominatim.openstreetmap.org/,OpenStreetMap Nominatim place search,Inferred from brand/category unless source record confirms location service,Open place record - verify against official website or Google Maps,2026-07-26,Major chain official locator identified; current row retained as working record pending row-level official page/address confirmation.; SerpApi rating/location Strong match,,SerpApi Google Maps API,,2026-07-29,Collected via SerpApi; Strong match,Strong match,,,,,Not available until reviews collected,Medium,Official Crunch Canada location pages available; current rows remain mostly open-source and need row-level official page matching.,https://www.crunchfitness.ca/locations,Official locator available; row-level match pending,,Error - Your account has run out of searches.,No SerpApi result found,,,,,,Not fresh-checked: SerpApi quota exhausted; retained prior rating/location data where available
